Wavelength,Flux,BestFit,SkyFlux
8066.774,18.259,16.512,22.281
8068.634,18.327,16.321,10.610
8070.490,17.057,16.270,7.937
8072.352,16.108,16.129,7.310
8074.209,16.561,16.005,7.479
8076.070,15.171,16.252,8.244
8077.928,16.376,16.137,8.736
8079.787,15.677,15.720,9.277
8081.650,15.969,15.912,8.811
8083.509,16.835,15.975,7.678
8085.373,15.660,15.740,8.664
8087.233,16.204,15.633,10.102
8089.098,15.794,15.694,9.435
8090.959,15.233,15.753,7.966
8092.820,16.241,15.763,7.787
8094.686,16.333,15.880,10.585
8096.549,14.955,15.828,11.978
8098.416,16.734,15.794,9.905
8100.279,15.896,15.869,7.956
8102.147,15.313,15.894,9.956
8104.010,16.190,15.796,16.023
8105.875,15.416,16.062,17.839
8107.744,17.325,16.037,12.318
8109.609,15.852,15.885,8.463
8111.479,15.433,15.871,7.952
8113.345,15.030,15.855,8.030
8115.216,15.177,15.655,7.657
8117.083,15.705,15.921,7.157
8118.950,16.563,16.236,7.158
8120.823,16.534,16.013,7.115
8122.691,15.848,15.700,6.974
8124.564,16.396,15.669,7.320
8126.433,14.921,15.701,7.638
8128.307,14.922,15.684,7.829
8130.177,15.154,15.826,7.851
8132.051,14.018,15.701,8.528
8133.922,16.161,15.568,8.230
8135.793,15.373,15.612,7.861
8137.670,13.552,15.608,7.740
8139.542,13.995,15.595,9.333
8141.419,13.886,15.583,10.890
8143.291,14.949,15.473,9.973
8145.169,15.480,15.524,8.191
8147.043,14.891,15.701,8.638
8148.917,14.570,15.661,10.840
8150.796,13.429,15.648,10.405
8152.672,13.892,15.850,7.783
8154.551,14.692,15.756,6.937
8156.427,12.177,15.553,7.121
8158.308,14.749,15.507,6.706
8160.185,14.087,15.541,6.996
8162.062,14.444,15.572,7.288
8163.944,15.613,15.549,7.410
8165.823,14.009,15.719,7.056
8167.706,14.606,15.739,7.108
8169.585,14.132,15.555,7.171
8171.468,16.226,15.508,7.604
8173.348,16.248,15.335,8.578
8175.229,14.826,15.424,9.388
8177.114,14.949,15.255,9.616
8178.995,16.940,15.282,9.460
8180.881,14.638,15.683,9.748
8182.763,14.889,15.806,12.709
8184.650,15.604,15.442,16.286
8186.533,18.202,15.443,19.346
8188.416,17.763,15.451,18.448
8190.304,14.540,15.367,17.388
8192.188,16.860,15.278,17.258
8194.078,14.803,15.242,17.407
8195.963,15.064,15.345,20.456
8197.853,14.902,15.413,22.780
8199.738,17.899,15.592,21.914
8201.625,16.147,15.673,15.030
8203.516,15.180,15.565,12.682
8205.403,15.474,15.515,15.327
8207.295,15.422,15.658,15.182
8209.184,14.990,15.772,13.974
8211.077,13.517,15.754,12.177
8212.965,14.416,15.621,10.830
8214.855,14.495,15.545,9.723
8216.749,15.357,15.672,9.963
8218.639,15.726,15.748,9.780
8220.535,14.727,15.784,9.160
8222.426,15.123,15.679,8.497
8224.322,16.355,15.718,8.086
8226.214,15.236,15.911,7.790
8228.106,14.942,15.933,7.487
8230.004,14.543,15.964,6.573
8231.897,14.926,16.053,6.081
8233.795,13.742,16.113,6.014
8235.689,15.273,16.349,6.276
8237.589,14.537,16.623,6.590
8239.484,14.323,16.531,6.979
8241.379,15.404,16.452,7.332
8243.279,14.991,16.386,8.281
8245.176,16.009,16.504,8.626
8247.077,16.109,16.695,8.276
8248.974,16.683,16.613,8.743
8250.877,15.101,16.276,9.049
8252.775,15.785,16.651,8.431
8254.673,16.557,16.778,7.531
8256.577,16.603,16.746,7.894
8258.476,15.795,16.762,7.636
8260.381,16.062,16.894,7.142
8262.281,15.858,17.063,6.719
8264.186,15.985,17.071,6.697
8266.087,16.271,17.067,6.966
8267.989,16.756,17.241,6.886
8269.895,15.602,17.385,6.929
8271.798,16.216,17.520,7.076
8273.705,14.846,17.797,7.093
8275.609,16.955,17.669,7.127
8277.517,16.461,17.870,8.136
8279.421,19.347,18.011,18.671
8281.331,14.525,18.186,32.013
8283.236,16.335,18.500,47.187
8285.141,17.372,18.674,39.602
8287.052,16.045,18.535,29.544
8288.958,14.603,18.794,40.455
8290.870,17.083,19.210,61.198
8292.777,19.206,19.259,49.777
8294.689,18.180,19.081,21.108
8296.597,19.475,19.274,18.228
8298.506,19.649,19.559,39.178
8300.420,17.754,20.053,70.338
8302.329,19.469,19.979,71.919
8304.244,21.381,20.210,34.795
8306.154,19.531,20.783,12.857
8308.069,19.875,20.667,9.335
8309.981,20.031,20.961,10.256
8311.892,17.798,21.328,20.618
8313.809,19.605,21.824,26.843
8315.722,19.372,22.067,16.816
8317.639,20.791,22.181,8.554
8319.553,20.957,22.735,8.681
8321.471,20.830,23.222,9.836
8323.385,22.413,23.564,7.661
8325.300,23.596,23.766,6.590
8327.220,24.198,23.887,6.690
8329.136,24.409,24.272,6.575
8331.056,25.096,25.010,6.811
8332.973,24.210,24.973,6.312
8334.894,24.566,25.203,6.375
8336.812,24.645,25.920,6.684
8338.730,25.857,26.407,7.938
8340.653,23.983,26.582,9.203
8342.571,27.000,27.097,13.254
8344.495,24.369,27.589,52.940
8346.415,19.263,28.050,129.751
8348.340,29.596,28.733,141.323
8350.260,25.758,29.653,52.805
8352.181,28.839,30.632,20.553
8354.107,25.861,31.539,43.246
8356.029,27.301,32.482,53.083
8357.956,32.034,33.037,31.909
8359.878,28.064,32.513,10.613
8361.806,28.734,31.329,9.882
8363.730,28.062,30.190,13.536
8365.654,27.851,29.328,22.701
8367.583,26.714,28.493,27.766
8369.508,24.283,28.097,19.168
8371.438,25.410,27.701,9.574
8373.364,25.313,27.179,7.352
8375.295,24.987,26.674,6.867
8377.221,23.807,26.352,6.909
8379.149,23.881,26.229,7.473
8381.081,24.211,25.906,11.797
8383.009,23.617,25.830,28.449
8384.942,23.312,25.566,42.699
8386.871,22.838,24.985,30.022
8388.805,20.023,24.684,10.603
8390.735,19.744,24.658,7.481
8392.665,21.397,24.512,8.659
8394.600,20.636,24.250,8.824
8396.532,18.948,23.782,8.511
8398.468,21.179,23.253,25.003
8400.400,18.801,22.988,83.967
8402.337,19.061,22.786,115.585
8404.270,20.041,22.383,59.217
8406.203,19.435,22.139,11.756
8408.142,19.388,21.892,7.074
8410.076,19.443,21.573,6.430
8412.015,19.104,21.467,6.934
8413.950,18.517,21.514,9.800
8415.891,18.652,21.245,27.311
8417.827,18.685,20.981,44.912
8419.763,17.555,20.949,32.846
8421.705,17.659,20.871,12.759
8423.642,18.612,20.445,8.216
8425.585,18.413,20.338,8.856
8427.523,17.894,19.958,11.024
8429.466,19.456,19.903,27.885
8431.406,17.197,19.803,98.473
8433.350,19.815,19.533,129.888
8435.290,19.024,19.503,71.611
8437.230,16.447,19.196,17.204
8439.176,17.504,19.260,8.231
8441.118,18.736,19.163,6.501
8443.064,18.728,18.883,6.569
8445.006,18.301,18.884,6.109
8446.954,18.369,19.230,6.883
8448.897,19.183,18.816,8.306
8450.841,18.882,18.663,9.543
8452.789,19.099,18.856,23.797
8454.734,19.812,18.773,42.200
8456.684,18.382,18.378,32.938
8458.629,17.814,18.211,13.078
8460.580,18.637,17.982,7.704
8462.526,17.746,18.078,8.419
8464.473,18.272,18.248,15.671
8466.425,19.664,18.128,64.085
8468.372,18.747,17.884,97.914
8470.325,18.956,17.984,54.708
8472.274,16.689,18.114,12.957
8474.227,17.338,18.186,8.073
8476.177,16.258,17.915,8.583
8478.127,17.623,17.725,8.864
8480.082,18.197,17.749,7.495
8482.033,16.174,17.546,6.076
8483.989,17.401,17.195,6.035
8485.940,18.445,17.193,6.213
8487.897,17.633,17.409,6.156
8489.850,16.090,17.443,6.451
8491.803,19.447,17.362,7.309
8493.761,16.681,17.462,16.516
8495.715,15.793,17.187,29.298
8497.674,16.922,17.244,24.504
8499.629,17.056,17.514,12.479
8501.589,18.157,17.745,8.535
8503.545,19.302,17.782,11.154
8505.501,17.455,17.757,32.562
8507.462,20.346,18.253,54.906
8509.419,19.930,19.015,39.404
8511.382,20.021,19.439,12.976
8513.340,21.829,19.920,6.545
8515.303,21.065,20.773,6.281
8517.262,22.568,21.926,6.222
8519.221,23.939,23.806,6.343
8521.186,27.500,25.687,6.241
8523.146,28.016,27.117,7.085
8525.111,26.693,27.770,7.291
8527.073,26.974,27.234,6.461
8529.039,26.555,25.403,6.172
8531.001,25.374,23.227,5.835
8532.964,25.387,20.644,5.831
8534.931,22.268,19.286,5.829
8536.895,22.557,18.266,6.119
8538.863,20.569,17.182,9.948
8540.828,19.163,16.976,16.664
8542.797,19.756,16.657,14.645
8544.762,17.084,16.238,8.349
8546.728,18.693,16.132,6.414
8548.699,18.980,16.057,13.319
8550.666,17.146,15.846,25.795
8552.637,19.578,15.767,25.091
8554.605,17.029,15.788,13.017
8556.578,16.943,15.704,6.938
8558.546,15.957,15.671,6.189
8560.515,16.994,15.634,5.776
8562.489,15.995,15.612,5.716
8564.459,16.092,15.710,5.651
8566.434,16.351,15.712,5.691
8568.404,17.562,15.916,5.561
8570.380,17.713,16.120,5.587
8572.352,16.922,16.266,6.017
8574.324,17.635,16.442,7.045
8576.301,16.626,16.723,8.298
8578.274,18.432,17.078,8.305
8580.252,19.568,17.586,7.663
8582.226,20.037,18.007,6.534
8584.205,20.827,18.476,5.776
8586.180,23.585,19.139,5.983
8588.160,21.877,19.926,8.053
8590.136,26.825,20.830,11.743
8592.112,28.070,22.068,12.053
8594.093,31.865,23.986,7.956
8596.070,33.033,26.196,6.936
8598.052,36.771,28.658,11.570
8600.030,40.206,32.040,14.511
8602.013,44.844,36.560,11.253
8603.992,49.134,41.301,7.506
8605.972,51.056,45.448,6.935
8607.956,49.355,46.463,7.584
8609.936,49.378,43.491,8.219
8611.922,46.988,38.280,10.760
8613.903,46.040,32.080,14.565
8615.889,40.944,27.084,19.966
8617.871,38.212,23.973,26.624
8619.854,36.490,21.762,35.025
8621.842,30.181,19.870,44.766
8623.825,30.003,18.629,53.305
8625.814,26.254,17.752,63.807
8627.798,22.788,17.177,71.549
8629.788,25.135,16.695,74.885
8631.773,23.609,16.347,77.086
8633.759,21.026,16.216,76.351
8635.750,20.433,16.193,73.144
8637.736,18.413,15.989,64.699
8639.728,17.328,15.655,53.378
8641.716,13.383,15.655,41.231
8643.708,17.894,15.550,30.983
8645.697,12.740,15.305,18.692
8647.686,17.030,15.443,17.853
8649.680,17.203,15.411,28.908
8651.670,13.879,15.432,48.589
8653.665,13.192,15.175,60.078
8655.656,15.311,14.842,64.456
8657.652,14.035,14.811,72.859
8659.643,15.760,14.998,69.691
8661.635,12.569,14.684,74.427
8663.633,17.866,14.572,73.482
8665.626,15.019,14.599,65.406
8667.624,13.824,14.479,67.406
8669.618,13.516,14.279,59.266
8671.617,12.068,14.311,58.469
8673.612,12.666,14.384,55.334
8675.607,15.238,14.521,39.110
8677.608,13.099,14.502,43.103
8679.604,14.508,14.455,39.205
8681.606,13.972,14.434,29.136
8683.603,13.051,14.327,31.128
8685.605,14.744,14.332,24.579
8687.604,13.509,14.196,20.003
8689.602,14.666,14.247,21.623
8691.606,12.384,14.288,15.763
8693.605,13.556,14.171,12.959
8695.610,12.140,14.083,14.777
8697.611,12.973,14.015,11.408
8699.616,13.184,14.087,10.261
8701.618,12.918,14.010,12.368
8703.619,13.689,13.935,11.575
8705.626,13.018,13.909,9.539
8707.629,13.259,13.781,10.009
8709.637,12.001,13.833,10.981
8711.641,14.333,13.637,10.451
8713.650,13.421,13.389,7.792
8715.654,13.676,13.399,6.598
8717.659,13.005,13.536,6.575
8719.669,14.528,13.410,6.384
8721.675,13.781,13.295,6.284
8723.687,11.856,13.461,6.475
8725.693,14.409,13.505,6.498
8727.706,14.574,13.447,6.674
8729.713,13.838,13.321,6.680
8731.722,14.088,13.116,6.292
8733.735,13.338,13.307,5.996
8735.744,13.145,13.308,5.951
8737.759,13.763,13.028,6.139
8739.769,12.275,12.904,6.640
8741.784,12.700,13.220,7.222
8743.795,13.580,13.625,7.213
8745.812,11.883,13.362,6.879
8747.824,13.461,13.295,6.662
8749.836,12.739,13.131,6.489
8751.854,13.028,13.080,6.763
8753.867,14.214,13.264,6.599
8755.886,11.325,13.327,6.008
8757.900,14.721,13.147,9.015
8759.919,12.989,13.184,25.402
8761.935,13.871,13.126,64.527
8763.950,13.056,13.103,87.525
8765.971,13.857,13.106,67.688
8767.988,10.145,12.899,74.687
8770.010,14.140,12.924,111.272
8772.027,15.157,13.003,86.225
8774.050,14.138,12.912,26.704
8776.069,12.984,12.923,22.097
8778.088,14.147,13.036,67.155
8780.112,12.902,12.926,114.231
8782.132,15.177,12.943,92.666
8784.157,12.929,13.129,33.056
8786.177,13.992,13.100,8.324
8788.204,13.596,13.001,6.897
8790.225,13.845,13.007,11.802
8792.247,15.373,13.022,31.417
8794.275,14.696,13.028,42.725
8796.298,11.996,13.111,25.084
8798.326,12.481,13.104,8.920
8800.350,14.189,13.132,6.087
8802.380,13.652,13.131,5.375
8804.405,12.445,12.905,5.506
8806.430,15.110,12.938,5.806
8808.461,13.073,13.137,5.928
8810.487,12.982,13.005,8.658
8812.519,13.912,12.763,11.314
8814.546,12.683,12.746,9.861
8816.579,14.047,12.886,6.571
8818.607,12.814,12.882,5.580
8820.636,13.578,13.057,5.501
8822.670,12.092,13.321,6.409
8824.700,14.530,13.389,13.112
8826.735,15.588,13.286,72.258
8828.765,8.968,13.301,206.707
8830.801,17.313,13.289,217.565
8832.833,12.443,13.109,85.903
8834.865,9.438,13.099,34.124
8836.902,12.524,13.316,57.559
8838.935,13.569,13.548,88.903
8840.973,14.464,13.551,64.507
8843.007,13.415,13.404,18.687
8845.046,13.533,13.652,7.477
8847.081,12.591,13.782,8.072
8849.116,12.194,13.686,13.051
8851.157,13.874,13.569,25.785
8853.193,15.651,13.603,31.505
8855.234,14.226,13.769,18.055
8857.272,14.127,13.888,8.218
8859.314,13.031,13.974,7.133
8861.352,16.616,14.011,7.556
8863.391,14.310,13.981,9.893
8865.434,14.462,13.960,13.556
8867.474,15.915,14.124,27.109
8869.519,11.016,14.229,57.269
8871.559,18.121,14.148,56.144
8873.605,13.949,14.023,20.769
8875.646,14.490,13.979,6.665
8877.688,14.364,13.969,5.287
8879.735,14.669,13.876,5.197
8881.778,14.681,13.642,5.695
8883.826,15.598,13.772,9.037
8885.870,16.984,13.798,58.698
8887.919,11.520,13.582,160.958
8889.964,23.088,13.673,145.484
8892.009,13.672,13.803,44.573
8894.059,13.471,13.579,10.627
8896.105,15.086,13.705,8.025
8898.157,14.354,13.763,8.985
8900.204,14.080,13.751,9.775
8902.256,13.978,14.200,14.117
8904.304,14.990,14.022,55.066
8906.357,15.519,14.029,77.660
8908.406,15.260,13.991,42.991
8910.456,14.463,13.848,15.595
8912.510,13.808,13.764,10.805
8914.561,14.532,13.785,8.479
8916.616,13.351,13.674,7.920
8918.668,14.352,13.975,27.311
8920.724,11.085,13.789,122.301
8922.776,12.269,13.659,186.060
8924.829,15.760,13.799,105.551
8926.887,13.257,13.563,23.884
8928.941,14.229,13.587,12.414
8931.000,11.051,14.010,11.456
8933.054,12.146,14.098,9.101
8935.114,13.182,13.946,7.471
8937.170,13.332,13.917,8.709
8939.226,12.486,14.026,9.151
8941.287,13.260,13.952,8.277
8943.344,10.833,13.536,23.131
8945.406,11.783,13.502,54.858
8947.464,14.622,13.660,51.269
8949.528,10.860,13.655,22.646
8951.586,13.557,13.464,7.459
8953.646,13.100,13.025,6.006
8955.710,13.716,13.043,7.402
8957.771,12.303,13.227,36.971
8959.836,15.976,13.318,106.329
8961.897,10.715,13.382,109.431
8963.964,12.873,13.491,49.814
8966.026,14.082,13.289,11.871
8968.089,14.001,13.454,6.874
8970.157,11.104,13.446,6.375
8972.220,11.955,13.405,7.849
8974.289,12.662,13.424,8.043
8976.354,13.985,13.318,7.213
8978.424,13.640,13.525,6.789
8980.489,13.945,13.075,7.803
8982.555,12.885,13.139,10.761
8984.627,13.477,13.438,12.531
8986.693,12.606,13.370,11.668
8988.766,12.051,13.129,27.438
8990.834,14.764,13.160,49.597
8992.907,11.340,13.398,38.014
8994.976,12.668,13.521,16.645
8997.045,12.363,13.457,8.604
8999.120,16.148,13.393,7.064
9001.190,12.171,13.544,29.016
9003.266,13.728,13.724,79.938
9005.337,13.970,13.532,80.503
9007.413,11.301,13.644,33.672
9009.486,12.458,13.666,7.082
9011.558,11.425,13.416,5.728
9013.636,15.026,13.389,4.424
9015.710,13.451,13.334,4.102
9017.789,13.583,13.433,4.568
9019.863,13.317,13.376,5.316
9021.943,12.335,13.317,5.883
9024.019,12.576,13.346,6.187
9026.095,13.659,13.286,6.376
9028.176,16.387,13.275,6.214
9030.253,16.551,13.345,7.398
9032.335,14.574,13.258,8.059
9034.413,14.583,13.221,6.444
9036.497,12.931,13.325,5.921
9038.575,13.127,13.385,15.375
9040.655,14.735,13.523,26.156
9042.740,13.353,13.386,20.869
9044.820,15.235,13.234,9.739
9046.905,15.009,13.177,7.471
9048.987,11.296,13.179,14.267
9051.073,15.514,13.159,36.856
9053.156,13.335,13.016,42.635
9055.238,11.491,13.169,22.957
9057.326,14.587,12.940,8.792
9059.410,12.931,12.979,7.884
9061.499,11.703,13.346,6.661
9063.584,11.047,13.202,6.131
9065.674,13.581,13.365,7.502
9067.759,12.975,13.320,8.344
9069.850,11.320,13.304,9.037
9071.937,15.481,13.326,10.594
9074.024,12.686,13.271,9.026
9076.116,14.867,13.252,6.459
9078.204,13.648,13.605,5.342
9080.298,13.225,13.484,5.207
9082.386,13.431,13.282,5.129
9084.481,14.646,13.291,5.176
9086.571,10.431,13.435,5.616
9088.661,13.559,13.456,5.743
9090.757,16.202,13.304,5.076
9092.848,12.599,13.456,7.894
9094.945,12.424,13.379,12.301
9097.037,12.620,13.330,12.309
9099.135,14.166,13.452,7.626
9101.228,11.921,13.422,6.791
9103.322,13.536,13.453,17.262
9105.421,14.208,13.275,24.162
9107.516,12.460,13.132,19.388
9109.616,12.164,13.012,8.048
9111.712,13.954,12.938,4.054
9113.813,11.628,13.029,5.316
9115.909,13.133,13.061,5.157
9118.007,13.208,13.293,4.325
9120.109,13.789,13.534,4.448
9122.207,16.092,13.668,5.296
9124.311,14.110,13.658,4.899
9126.410,14.088,13.531,4.908
9128.514,14.533,13.465,4.761
9130.614,12.815,13.386,4.494
9132.715,13.413,13.326,4.508
9134.821,13.237,13.243,4.559
9136.922,13.694,13.235,4.620
9139.029,11.829,13.378,5.566
9141.132,15.794,13.208,5.481
9143.240,11.159,12.992,5.123
9145.343,12.154,13.128,5.302
9147.447,12.008,13.309,4.991
9149.556,14.211,13.162,4.891
9151.661,11.287,12.895,6.286
9153.771,13.386,13.192,9.586
9155.877,11.737,13.075,12.947
9157.989,12.747,12.883,11.345
9160.095,14.165,12.758,9.881
9162.203,12.563,12.720,13.927
9164.315,14.473,12.849,16.328
9166.424,14.596,12.950,11.680
9168.537,12.218,12.800,6.645
9170.647,11.185,12.876,5.692
9172.761,14.208,12.828,5.148
9174.872,8.001,12.607,5.404
9176.982,8.986,12.707,5.893
9179.098,11.799,12.659,5.891
9181.210,13.967,12.467,5.096
9183.327,11.628,12.512,4.766
9185.440,14.377,12.422,5.050
9187.558,11.053,12.198,5.448
