Wavelength,Flux,BestFit,SkyFlux
5524.590,39.184,37.146,12.776
5525.861,38.951,37.355,12.156
5527.135,37.543,37.022,12.492
5528.406,35.291,36.989,12.694
5529.681,36.456,37.040,11.557
5530.953,37.052,37.064,10.994
5532.226,35.942,37.237,11.606
5533.501,37.017,37.212,11.987
5534.774,36.404,36.734,11.664
5536.051,37.250,36.985,11.478
5537.324,35.228,37.153,11.368
5538.601,36.217,36.943,11.394
5539.875,38.207,36.888,11.513
5541.150,36.147,37.122,11.665
5542.428,36.798,37.157,12.407
5543.703,35.343,36.804,12.856
5544.981,35.259,36.618,13.697
5546.257,38.627,36.773,13.844
5547.536,35.928,37.062,13.250
5548.812,37.482,37.099,12.140
5550.088,39.490,36.824,11.922
5551.368,36.348,36.937,12.477
5552.645,37.377,36.941,12.590
5553.926,36.943,36.640,12.151
5555.203,36.794,36.589,11.758
5556.484,35.879,36.651,11.701
5557.763,35.539,36.338,11.890
5559.041,37.976,36.472,12.179
5560.323,34.217,36.637,11.703
5561.602,34.683,36.624,11.532
5562.885,35.621,36.298,12.017
5564.164,36.299,36.142,12.939
5565.447,37.406,36.567,14.090
5566.728,36.613,36.503,14.011
5568.008,36.611,36.227,12.671
5569.292,35.474,36.111,11.514
5570.574,37.108,36.252,11.640
5571.858,37.068,36.317,12.308
5573.140,35.964,36.132,12.384
5574.425,36.608,36.383,12.852
5575.707,36.994,36.035,27.182
5576.993,45.529,36.175,211.514
5578.276,8.672,36.130,842.643
5579.559,50.451,35.824,998.794
5580.846,36.554,36.057,455.945
5582.130,36.695,36.130,48.447
5583.417,35.275,35.860,13.759
5584.702,36.633,36.095,12.544
5585.989,32.766,36.201,11.970
5587.275,35.949,36.058,11.504
5588.560,36.871,36.154,11.516
5589.849,33.584,35.807,12.432
5591.135,34.634,36.000,13.062
5592.424,34.580,36.272,12.494
5593.710,35.993,36.118,11.526
5595.000,36.843,35.911,10.833
5596.287,34.568,36.196,11.412
5597.575,36.389,36.172,11.511
5598.866,36.725,36.046,11.989
5600.154,36.179,36.014,12.102
5601.445,35.761,35.900,11.670
5602.734,35.553,35.865,11.627
5604.026,37.118,36.142,12.098
5605.315,35.356,36.097,13.099
5606.604,35.984,36.096,14.022
5607.897,37.101,35.943,14.398
5609.187,35.145,35.717,13.005
5610.481,34.792,35.672,12.610
5611.771,35.534,35.720,12.602
5613.065,34.586,35.254,12.245
5614.357,34.307,35.530,11.868
5615.648,35.392,35.533,12.004
5616.943,36.297,35.482,11.615
5618.235,37.177,35.549,12.165
5619.531,36.929,35.456,12.952
5620.824,35.244,35.548,12.274
5622.120,36.730,35.540,11.651
5623.413,37.880,35.780,12.355
5624.707,36.523,35.805,13.830
5626.004,37.254,35.609,13.857
5627.298,35.963,35.677,12.830
5628.596,34.553,35.613,12.268
5629.891,34.569,35.182,11.874
5631.189,37.267,35.488,12.284
5632.484,36.235,35.738,12.499
5633.780,34.670,35.501,12.477
5635.079,35.220,35.382,12.794
5636.376,36.647,35.372,12.362
5637.675,39.048,35.179,11.876
5638.972,35.757,35.284,12.408
5640.273,34.817,35.381,12.796
5641.570,33.666,35.310,13.046
5642.868,35.533,35.372,12.836
5644.169,34.861,35.531,12.164
5645.468,34.444,35.137,12.488
5646.769,37.373,35.320,12.972
5648.069,39.543,35.351,13.337
5649.371,35.644,35.130,12.987
5650.671,35.520,35.349,12.739
5651.971,36.433,35.109,12.676
5653.274,36.304,35.100,12.845
5654.574,35.618,35.181,12.809
5655.878,36.007,35.038,12.293
5657.179,33.583,34.824,12.714
5658.484,36.179,34.834,12.359
5659.786,34.975,34.726,12.658
5661.088,33.830,35.116,12.833
5662.393,33.812,35.055,13.376
5663.696,36.386,34.887,13.215
5665.002,34.307,34.926,13.396
5666.305,34.156,34.890,14.105
5667.612,34.585,34.771,14.465
5668.916,33.078,34.754,15.189
5670.220,35.513,34.789,16.156
5671.527,38.224,34.731,16.982
5672.832,37.231,34.545,17.917
5674.140,35.381,34.394,18.786
5675.445,34.307,34.495,18.497
5676.754,37.130,34.453,17.569
5678.060,34.566,34.317,17.315
5679.369,34.017,34.151,17.228
5680.676,31.313,34.196,17.453
5681.983,35.041,34.454,18.973
5683.293,33.987,34.112,23.460
5684.600,33.874,34.103,27.704
5685.911,35.903,34.333,29.603
5687.219,35.551,34.393,30.919
5688.531,33.690,34.292,32.428
5689.839,31.159,34.243,34.247
5691.148,32.684,33.974,33.737
5692.461,35.791,33.984,32.430
5693.770,35.049,34.008,28.677
5695.083,33.532,33.892,25.376
5696.393,33.352,33.774,22.262
5697.707,33.536,33.781,20.783
5699.018,35.866,33.673,19.594
5700.329,36.286,33.816,19.221
5701.643,35.483,33.946,16.573
5702.955,34.712,33.878,16.047
5704.270,35.395,33.720,15.877
5705.582,34.474,33.666,15.488
5706.898,34.562,33.597,14.878
5708.211,34.541,33.567,14.307
5709.524,33.370,33.563,14.846
5710.841,36.273,33.598,14.732
5712.154,34.423,33.606,15.263
5713.472,31.867,33.494,15.972
5714.786,34.177,33.369,15.264
5716.104,35.971,33.392,14.582
5717.419,32.922,33.530,14.045
5718.734,35.017,33.550,13.997
5720.053,33.596,33.558,14.015
5721.369,33.702,33.697,14.094
5722.688,35.257,33.431,14.025
5724.004,35.928,33.568,14.189
5725.324,35.966,33.579,14.244
5726.642,30.936,33.731,14.301
5727.959,32.720,33.782,14.266
5729.280,34.350,33.372,13.867
5730.598,33.700,33.784,13.527
5731.919,35.241,33.791,13.544
5733.238,32.969,33.803,13.316
5734.560,34.033,33.842,13.253
5735.879,35.842,33.867,13.887
5737.199,34.482,33.880,13.660
5738.522,34.371,33.585,13.111
5739.842,33.255,33.732,12.747
5741.165,34.412,33.984,13.129
5742.486,35.977,33.858,13.409
5743.810,34.525,33.700,13.471
5745.132,35.008,34.003,13.730
5746.453,34.420,33.914,13.523
5747.779,33.176,34.193,13.773
5749.101,32.797,34.113,12.998
5750.427,34.677,34.188,13.553
5751.749,33.643,34.451,13.658
5753.076,34.376,34.085,13.017
5754.399,34.697,33.256,13.426
5755.723,34.596,33.352,13.390
5757.050,32.270,33.257,13.726
5758.375,34.722,33.133,13.668
5759.703,35.813,33.291,14.221
5761.028,33.701,33.422,14.371
5762.356,32.905,33.282,14.584
5763.682,33.975,33.208,14.410
5765.008,35.011,33.075,14.612
5766.337,33.584,32.948,15.881
5767.664,34.514,33.009,18.404
5768.994,33.379,33.214,21.987
5770.321,34.524,33.112,28.869
5771.651,33.937,33.061,31.130
5772.979,32.890,33.259,26.619
5774.307,33.206,33.102,17.866
5775.639,35.169,32.825,15.653
5776.967,32.423,33.063,17.097
5778.300,32.519,32.829,14.972
5779.629,34.367,32.761,14.957
5780.962,34.659,33.012,15.143
5782.291,34.135,33.049,14.632
5783.625,34.849,32.910,14.287
5784.955,34.278,33.058,15.373
5786.286,31.444,33.056,16.395
5787.621,31.312,33.077,17.610
5788.952,33.670,33.137,20.058
5790.287,32.512,32.973,23.262
5791.619,32.159,32.829,30.127
5792.954,32.106,33.052,31.528
5794.287,33.955,32.882,26.478
5795.620,34.532,32.555,20.197
5796.957,30.700,32.739,17.810
5798.290,30.429,33.004,17.074
5799.627,34.216,33.013,15.620
5800.961,34.528,32.982,15.577
5802.299,33.948,32.973,15.832
5803.634,32.855,32.773,16.279
5804.969,32.560,32.644,15.598
5806.308,32.969,32.734,16.428
5807.643,31.486,33.045,15.905
5808.983,32.200,33.286,16.394
5810.319,33.934,32.865,15.848
5811.659,31.895,32.581,15.617
5812.996,31.627,32.694,15.757
5814.333,33.207,32.761,15.893
5815.674,34.705,32.632,16.247
5817.012,31.989,32.580,16.063
5818.353,34.610,32.593,16.345
5819.692,33.076,32.718,17.167
5821.034,33.844,32.671,16.661
5822.373,32.456,32.608,16.235
5823.712,31.927,32.684,16.526
5825.055,31.859,32.803,16.745
5826.395,31.919,32.782,16.979
5827.739,32.757,32.607,17.517
5829.079,31.898,32.856,17.328
5830.424,29.970,32.954,17.227
5831.765,31.958,32.675,17.737
5833.106,30.697,32.636,17.796
5834.451,33.135,33.065,18.001
5835.794,33.954,32.808,18.446
5837.139,31.530,32.871,17.945
5838.482,32.879,32.931,18.210
5839.829,33.207,32.790,18.687
5841.172,32.995,32.816,19.126
5842.516,33.902,32.757,18.756
5843.863,34.259,33.082,18.117
5845.207,33.165,33.119,17.915
5846.555,33.604,33.121,18.503
5847.900,34.971,33.222,18.077
5849.249,34.302,33.149,17.984
5850.594,33.401,33.099,18.618
5851.940,33.437,33.036,18.748
5853.290,31.246,33.172,19.365
5854.636,33.962,33.382,19.635
5855.986,35.690,33.446,18.547
5857.334,35.102,33.350,18.345
5858.684,34.803,33.348,18.831
5860.032,34.882,33.234,19.656
5861.380,34.117,33.412,19.084
5862.732,34.395,33.545,18.209
5864.080,35.060,33.446,19.026
5865.433,34.009,33.405,20.655
5866.782,34.035,33.549,22.478
5868.135,34.447,33.599,24.484
5869.485,35.147,33.605,24.576
5870.835,35.565,33.727,21.418
5872.189,35.917,33.779,18.831
5873.540,36.989,33.640,17.340
5874.894,37.319,33.986,17.495
5876.246,33.900,33.869,17.067
5877.601,32.941,34.114,15.696
5878.953,36.531,34.185,14.729
5880.305,37.165,34.146,14.293
5881.661,36.046,34.638,13.684
5883.014,32.447,34.679,13.604
5884.371,35.166,34.964,13.648
5885.725,36.140,34.957,13.787
5887.082,34.758,35.021,16.482
5888.436,35.247,35.333,26.135
5889.794,35.968,35.294,64.754
5891.149,33.925,34.451,138.224
5892.504,33.522,34.212,147.182
5893.863,32.995,34.140,79.708
5895.219,34.301,33.649,44.379
5896.578,27.959,33.189,91.727
5897.935,27.739,33.346,119.275
5899.295,32.657,32.942,87.644
5900.652,33.071,32.586,34.083
5902.010,33.910,32.620,16.080
5903.371,32.947,32.802,14.338
5904.729,32.161,32.853,15.442
5906.090,34.319,32.763,16.284
5907.449,34.522,32.723,16.582
5908.811,32.890,32.559,16.956
5910.170,32.943,32.496,16.494
5911.530,32.825,32.403,15.433
5912.893,32.340,32.501,15.115
5914.254,32.844,32.959,16.303
5915.617,35.029,32.724,19.339
5916.978,32.436,32.442,22.116
5918.343,32.949,32.449,20.923
5919.704,32.568,32.504,17.832
5921.066,30.833,32.471,16.246
5922.431,31.717,32.467,16.635
5923.794,33.728,32.490,17.437
5925.160,32.783,32.685,18.475
5926.523,32.956,32.630,19.886
5927.890,33.049,32.433,19.996
5929.253,30.350,32.299,18.871
5930.617,31.626,32.208,19.533
5931.985,32.143,32.084,20.384
5933.350,32.240,32.214,23.377
5934.718,32.575,32.329,26.328
5936.083,33.159,32.202,25.229
5937.452,33.536,32.128,21.796
5938.818,31.633,32.447,20.792
5940.184,29.856,32.516,20.494
5941.554,32.355,32.335,19.305
5942.921,30.601,32.367,17.963
5944.291,29.578,32.281,17.757
5945.659,32.245,32.109,19.560
5947.030,29.309,32.231,20.538
5948.398,33.886,32.153,20.311
5949.766,31.452,32.175,19.487
5951.138,31.068,32.209,18.690
5952.507,30.784,32.178,19.784
5953.880,29.656,32.023,23.090
5955.249,31.780,31.867,26.035
5956.623,31.931,32.115,24.576
5957.993,31.205,32.012,20.474
5959.364,31.178,32.119,18.588
5960.738,32.211,32.131,18.267
5962.109,32.085,32.016,18.901
5963.484,29.486,32.172,19.341
5964.856,32.833,32.178,19.248
5966.231,32.503,31.980,18.482
5967.604,29.974,32.067,18.137
5968.977,29.913,32.058,18.338
5970.353,30.301,31.877,18.718
5971.727,31.163,31.949,19.930
5973.104,32.707,32.092,19.702
5974.478,31.570,31.975,19.559
5975.856,32.267,31.704,19.048
5977.230,33.341,31.688,19.101
5978.605,32.405,31.852,20.868
5979.984,31.913,31.864,21.219
5981.360,31.674,32.058,19.236
5982.739,30.515,31.765,18.037
5984.115,30.050,31.500,18.013
5985.495,31.101,31.805,17.448
5986.872,32.531,32.021,16.730
5988.249,32.258,31.418,16.952
5989.630,31.260,31.600,17.549
5991.008,31.178,31.748,17.480
5992.390,30.563,31.514,17.146
5993.768,30.844,31.480,17.294
5995.150,31.623,31.666,17.700
5996.530,30.863,31.573,17.305
5997.912,29.605,31.624,17.330
5999.292,29.317,31.717,17.860
6000.672,30.150,31.687,17.797
6002.056,29.867,31.534,17.034
6003.437,30.059,31.527,17.125
6004.821,31.370,31.763,18.156
6006.203,31.199,31.576,18.753
6007.588,29.302,31.394,17.961
6008.970,29.651,31.657,16.727
6010.352,30.144,31.683,15.783
6011.738,29.900,31.431,15.770
6013.121,30.873,31.553,16.549
6014.508,31.878,31.575,16.164
6015.891,32.710,31.180,15.997
6017.278,30.925,31.441,15.941
6018.663,30.236,31.533,15.792
6020.047,31.174,31.165,15.676
6021.436,30.206,31.224,15.443
6022.821,30.472,31.609,15.314
6024.210,31.111,31.180,15.510
6025.595,28.945,31.098,15.307
6026.985,32.016,31.242,15.287
6028.371,30.445,31.185,15.531
6029.758,29.083,31.026,16.036
6031.149,29.609,31.023,16.118
6032.536,32.066,31.016,15.185
6033.927,32.628,30.770,15.207
6035.315,31.926,30.543,16.325
6036.707,32.321,30.543,16.477
6038.096,30.045,30.653,15.676
6039.485,29.089,30.652,15.217
6040.878,29.144,30.495,15.628
6042.267,29.538,30.675,15.366
6043.661,31.190,30.575,15.212
6045.051,28.696,30.261,14.963
6046.445,30.088,30.480,14.723
6047.836,31.859,30.631,14.960
6049.227,28.323,30.514,14.772
6050.622,30.300,30.275,14.432
6052.014,29.855,30.205,13.950
6053.410,29.800,30.139,14.017
6054.802,30.087,29.882,13.832
6056.198,28.372,30.119,13.948
6057.592,29.941,29.835,13.966
6058.985,31.575,29.890,14.017
6060.382,28.770,29.935,14.320
6061.777,30.310,29.859,14.460
6063.174,29.544,30.055,14.418
6064.569,28.673,29.975,14.390
6065.968,30.229,29.929,14.042
6067.363,29.282,29.710,13.512
6068.759,29.363,29.645,14.121
6070.158,29.773,29.749,14.591
6071.555,28.984,29.668,14.213
6072.955,30.606,29.607,13.904
6074.352,30.193,29.604,13.600
6075.753,27.809,29.631,13.650
6077.150,29.322,29.713,13.305
6078.549,30.491,29.701,13.225
6079.950,28.651,29.492,13.159
6081.349,29.690,29.509,13.341
6082.751,29.136,29.525,13.857
6084.151,28.577,29.421,13.458
6085.554,27.548,29.338,13.129
6086.954,29.734,29.296,13.036
6088.354,27.189,29.288,13.438
6089.758,29.340,29.622,13.353
6091.159,29.487,29.536,12.806
6092.563,29.171,29.190,12.774
6093.965,28.431,29.132,13.099
6095.370,28.587,29.260,13.347
6096.772,30.058,29.198,13.425
6098.178,29.642,29.505,13.353
6099.581,29.600,29.402,13.193
6100.984,28.770,29.335,13.091
6102.391,29.185,29.307,13.031
6103.795,27.747,29.191,13.247
6105.203,27.714,29.066,13.525
6106.607,29.644,29.039,13.506
6108.015,29.085,29.028,13.959
6109.420,29.319,28.984,13.565
6110.826,27.921,29.029,13.283
6112.235,27.142,29.079,13.376
6113.641,28.146,28.984,13.273
6115.051,28.606,29.048,13.507
6116.458,29.105,28.977,13.218
6117.868,29.506,28.858,12.764
6119.276,28.657,29.051,12.476
6120.683,29.664,29.370,12.458
6122.095,29.874,29.273,12.539
6123.503,28.629,29.048,12.595
6124.915,29.321,29.306,12.545
6126.324,27.282,29.283,12.759
6127.737,29.470,29.230,12.475
6129.147,30.042,29.421,12.532
6130.557,28.967,29.563,12.421
6131.970,28.983,29.388,12.344
6133.381,28.662,29.173,12.534
6134.795,28.685,29.307,12.648
6136.207,29.594,29.553,12.787
6137.622,27.980,29.580,13.067
6139.034,29.962,29.379,13.373
6140.446,28.923,29.298,13.971
6141.862,28.000,29.485,14.778
6143.275,29.674,29.452,14.386
6144.691,28.451,29.485,14.849
6146.105,28.895,29.532,14.829
6147.522,29.611,29.261,14.297
6148.936,29.014,29.317,13.722
6150.351,28.404,29.315,13.518
6151.769,28.916,29.552,13.653
6153.184,29.233,29.646,14.394
6154.603,29.949,29.610,15.960
6156.019,30.507,29.816,17.489
6157.439,28.013,29.721,17.746
6158.855,29.689,29.638,16.445
6160.272,27.776,29.475,16.840
6161.693,29.301,29.402,18.711
6163.110,28.869,29.511,20.353
6164.531,26.445,29.648,18.794
6165.949,29.122,29.643,15.819
6167.371,28.099,29.411,13.430
6168.790,28.113,29.443,12.782
6170.209,28.800,29.280,13.489
6171.632,28.612,29.000,14.847
6173.052,27.771,29.132,14.941
6174.475,27.596,29.008,14.260
6175.896,29.267,29.333,12.881
6177.320,28.966,29.364,12.691
6178.741,29.307,29.058,12.970
6180.162,28.754,28.913,12.498
6181.588,31.106,29.156,11.431
6183.010,28.866,29.148,11.889
6184.435,27.119,29.141,12.530
6185.858,27.705,29.022,12.816
6187.285,27.558,29.161,12.609
6188.708,28.049,29.356,12.674
6190.132,28.890,29.085,12.844
6191.559,27.921,29.043,12.955
6192.983,27.878,29.159,13.002
6194.412,29.660,29.150,13.089
6195.837,29.294,29.083,13.402
6197.265,28.291,29.037,13.024
6198.691,27.620,28.936,12.170
6200.117,28.137,28.767,12.032
6201.547,28.570,28.798,12.259
6202.973,28.704,28.913,13.257
6204.404,28.049,28.946,14.236
6205.831,27.755,28.833,14.427
6207.262,26.584,28.720,13.326
6208.690,29.136,28.898,12.225
6210.122,27.531,28.856,12.169
6211.550,25.546,28.828,12.864
6212.979,27.746,28.822,13.140
6214.412,28.408,28.831,12.998
6215.842,28.048,28.890,12.515
6217.275,29.386,28.764,11.600
6218.705,27.713,28.445,11.546
6220.139,28.916,28.860,11.477
6221.570,30.064,28.971,12.169
6223.002,27.871,28.609,13.304
6224.437,28.125,28.797,13.559
6225.869,27.446,28.930,12.382
6227.304,27.454,28.908,11.474
6228.737,27.470,29.045,11.285
6230.173,27.934,29.012,11.058
6231.606,27.571,28.749,11.103
6233.040,27.024,28.714,11.543
6234.477,27.854,28.958,14.251
6235.911,28.240,28.580,19.028
6237.349,27.959,28.758,23.662
6238.784,29.076,29.040,23.257
6240.223,27.634,28.964,18.912
6241.659,26.982,28.809,16.626
6243.094,27.412,28.595,16.031
6244.534,28.880,28.829,15.115
6245.971,27.636,28.812,13.847
6247.411,29.240,28.738,12.430
6248.848,29.427,28.719,11.820
6250.289,27.874,28.520,12.119
6251.727,27.530,28.484,12.025
6253.165,28.202,28.752,11.029
6254.607,27.298,28.574,10.824
6256.046,26.731,28.276,11.627
6257.489,27.282,28.306,15.199
6258.928,26.469,28.507,21.373
6260.371,27.843,28.398,23.859
6261.812,29.349,28.299,19.466
6263.252,26.047,28.575,13.818
6264.696,28.074,28.362,13.323
6266.138,27.098,28.012,14.516
6267.583,26.991,28.532,14.759
6269.024,27.671,28.392,13.912
6270.470,28.937,28.409,12.129
6271.913,27.975,28.325,11.391
6273.355,27.701,28.075,11.439
6274.802,27.972,27.984,11.444
6276.246,28.021,28.216,11.928
6277.693,27.035,28.116,12.672
6279.137,26.563,27.965,12.933
6280.585,27.194,27.931,12.412
6282.030,24.575,28.117,11.696
6283.475,27.710,28.263,10.828
6284.924,26.905,28.056,10.820
6286.370,29.087,27.970,12.179
6287.819,29.652,28.238,17.309
6289.266,27.700,27.995,21.553
6290.716,27.100,27.805,19.793
6292.163,27.444,28.036,14.025
6293.611,27.816,28.168,11.667
6295.062,27.402,27.967,11.193
6296.510,27.761,28.158,11.934
6297.962,27.313,28.038,15.789
6299.411,27.898,27.788,38.264
6300.864,26.873,27.784,93.759
6302.313,24.054,27.973,129.408
6303.763,27.546,28.007,105.243
6305.217,27.482,27.743,40.569
6306.667,28.885,27.934,18.535
6308.122,27.471,28.010,23.703
6309.573,28.176,27.737,23.696
6311.028,27.075,27.669,17.422
6312.480,27.485,27.745,11.972
6313.932,27.226,27.796,10.932
6315.388,27.510,27.858,10.924
6316.841,27.064,27.903,10.773
6318.297,28.963,27.798,10.215
6319.751,28.336,27.608,10.501
6321.208,26.715,27.829,12.121
6322.662,27.943,27.694,14.130
6324.120,27.749,27.605,14.567
6325.575,26.423,27.463,13.003
6327.030,26.628,27.388,11.073
6328.489,27.527,27.610,11.842
6329.945,26.982,27.473,15.718
6331.405,27.450,27.656,20.662
6332.861,27.880,27.629,19.964
6334.322,27.299,27.473,14.638
6335.779,28.059,27.432,11.260
6337.236,26.086,27.541,10.758
6338.698,25.972,27.743,10.633
6340.156,27.765,27.512,10.503
6341.618,27.246,27.398,11.282
6343.077,26.525,27.294,11.598
6344.540,27.918,27.176,11.519
6345.999,28.032,27.306,11.371
6347.459,26.730,27.480,11.634
6348.923,27.585,27.622,12.613
6350.383,27.340,27.549,13.587
6351.848,26.450,27.486,12.899
6353.309,26.198,27.452,11.558
6354.774,26.633,27.290,11.355
6356.236,27.432,27.311,13.122
6357.698,26.522,27.294,16.950
6359.164,27.948,27.309,16.811
6360.627,26.283,27.169,13.792
6362.094,26.778,27.160,13.301
6363.557,26.120,27.549,25.850
6365.025,25.219,27.213,42.603
6366.489,28.161,26.740,46.049
6367.954,27.336,26.947,31.371
6369.422,24.895,27.036,14.275
6370.887,25.652,26.825,10.379
6372.357,25.999,26.980,10.377
6373.823,27.012,26.964,10.629
6375.292,24.784,27.015,10.321
6376.759,26.515,27.017,10.603
6378.226,26.877,26.950,10.922
6379.697,26.341,26.894,11.721
6381.164,26.201,26.945,12.536
6382.636,26.380,27.100,12.439
6384.104,25.023,27.065,11.631
6385.576,26.064,27.255,11.689
6387.045,25.517,27.366,13.387
6388.515,25.729,27.270,14.224
6389.988,26.850,27.318,13.078
6391.458,26.889,27.532,11.208
6392.932,26.635,27.556,10.227
6394.402,27.455,27.562,10.081
6395.877,27.452,27.560,10.284
6397.348,27.232,27.687,10.352
6398.820,30.217,28.148,10.337
6400.296,29.409,28.675,10.151
6401.768,28.503,29.346,10.662
6403.244,31.917,30.220,11.111
6404.717,32.458,31.269,11.597
6406.194,33.069,32.130,11.103
6407.668,33.690,32.470,10.352
6409.142,34.017,32.730,10.380
6410.620,33.535,32.571,10.292
6412.095,33.106,31.736,10.388
6413.573,31.997,30.556,10.859
6415.049,30.686,29.520,11.482
6416.528,30.834,28.832,11.370
6418.004,30.381,28.175,10.669
6419.481,29.389,27.549,10.307
6420.961,28.814,26.939,10.819
6422.438,28.046,26.841,11.542
6423.919,29.008,26.923,10.954
6425.397,26.782,26.483,9.765
6426.878,26.771,26.486,10.025
6428.357,27.889,26.656,10.137
6429.836,26.914,26.610,10.119
6431.319,26.404,26.510,9.986
6432.798,28.471,26.510,9.566
6434.281,27.755,26.519,9.311
6435.762,27.485,26.517,9.719
6437.246,27.408,26.640,9.983
6438.727,25.549,26.695,9.911
6440.211,26.656,26.687,9.743
6441.693,26.741,26.548,9.600
6443.175,26.457,26.238,9.823
6444.661,27.510,26.197,10.175
6446.143,27.073,26.374,9.734
6447.630,26.811,26.527,9.858
6449.113,27.394,26.492,9.796
6450.600,26.824,26.377,10.499
6452.084,26.964,26.467,10.444
6453.568,26.495,26.783,10.803
6455.056,24.270,26.912,11.169
6456.541,27.801,26.871,10.596
6458.030,26.632,26.836,10.668
6459.516,26.552,26.789,11.500
6461.006,28.082,26.643,11.127
6462.492,27.356,26.657,10.615
6463.979,27.859,26.672,11.615
6465.469,24.530,26.514,13.767
6466.957,26.512,26.324,15.954
6468.448,26.715,26.313,15.755
6469.936,25.340,26.441,14.447
6471.428,25.263,26.301,14.367
6472.917,25.141,26.126,15.141
6474.406,26.925,26.052,13.973
6475.899,26.672,26.057,11.171
6477.388,25.284,25.966,10.131
6478.882,25.463,25.728,10.658
6480.372,25.562,25.746,10.802
6481.867,26.745,25.670,10.160
6483.358,25.567,25.497,9.615
6484.849,24.807,25.493,9.706
6486.345,24.536,25.579,9.342
6487.837,24.791,25.503,9.219
6489.333,24.757,25.588,9.397
6490.826,25.228,25.506,9.246
6492.323,25.931,25.486,9.224
6493.816,24.896,25.578,9.312
6495.310,25.697,25.559,9.606
6496.808,25.357,25.362,10.115
6498.303,25.446,25.552,13.048
6499.801,26.011,25.660,18.712
6501.296,24.419,25.507,20.902
6502.796,24.573,25.385,16.861
6504.292,24.752,25.372,11.937
6505.788,24.505,25.339,12.386
6507.288,25.107,25.493,13.417
6508.785,25.547,25.298,12.535
6510.286,25.493,25.101,10.371
6511.784,25.732,24.908,9.843
6513.285,25.958,24.711,9.931
6514.784,25.114,24.671,10.026
6516.282,24.542,24.764,9.891
6517.785,24.942,24.768,9.490
6519.284,22.520,24.479,8.766
6520.788,24.282,24.471,8.926
6522.288,23.583,24.646,10.273
6523.792,24.300,24.402,11.526
6525.293,24.025,24.401,11.827
6526.794,23.158,24.321,10.823
6528.299,23.521,24.348,9.868
6529.801,23.033,24.384,9.584
6531.306,23.546,24.309,10.279
6532.809,23.416,24.195,12.362
6534.315,24.574,24.167,17.422
6535.819,24.506,24.140,18.434
6537.322,24.013,24.131,14.576
6538.830,25.453,24.206,10.276
6540.334,24.520,24.357,9.374
6541.842,25.103,24.502,10.166
6543.347,24.069,24.558,10.662
6544.856,23.367,24.193,12.077
6546.362,23.566,24.243,12.774
6547.867,22.751,24.395,12.166
6549.377,23.700,24.322,10.402
6550.884,23.521,24.267,9.494
6552.395,23.866,24.309,10.425
6553.902,24.647,24.252,14.640
6555.413,24.479,24.408,18.968
6556.921,23.563,24.560,17.962
6558.433,23.545,24.482,12.482
6559.942,24.553,24.343,9.320
6561.451,25.019,24.469,10.646
6562.964,25.109,24.508,15.395
6564.474,24.597,24.438,20.526
6565.988,25.596,24.278,19.018
6567.498,24.398,24.195,13.178
6569.013,23.017,24.320,10.913
6570.524,24.230,24.344,12.208
6572.036,24.167,24.518,11.930
6573.551,23.691,24.147,11.037
6575.063,24.571,23.983,10.251
6576.580,23.579,24.263,10.976
6578.092,22.998,24.231,14.849
6579.609,23.916,23.999,17.427
6581.123,24.750,24.104,14.996
6582.637,24.339,24.314,11.373
6584.155,23.828,24.147,10.246
6585.670,23.383,23.999,10.482
6587.188,24.467,24.403,9.896
6588.704,25.361,24.138,9.478
6590.223,24.005,24.318,9.519
6591.739,22.801,24.492,9.672
6593.255,23.727,24.368,9.824
6594.776,25.461,24.147,9.584
6596.293,23.075,24.138,10.161
6597.814,22.255,24.156,11.057
6599.332,22.224,24.015,11.230
6600.854,24.540,23.941,10.391
6602.372,23.197,23.956,9.500
6603.891,24.510,24.063,10.861
6605.414,22.506,24.265,12.862
6606.933,25.645,24.319,13.106
6608.457,24.868,24.346,11.534
6609.977,24.265,24.451,9.675
6611.502,23.911,24.525,9.396
6613.022,23.371,24.506,9.228
6614.544,24.096,24.466,9.265
6616.069,26.175,24.416,9.188
6617.591,25.053,24.356,9.234
6619.117,24.812,24.541,9.059
6620.640,25.231,24.707,9.042
6622.167,24.236,24.592,9.323
6623.690,24.674,24.428,9.028
6625.214,23.686,24.780,9.067
6626.742,23.697,24.733,9.437
6628.266,25.165,24.637,9.670
6629.794,25.698,24.771,10.077
6631.320,26.103,24.969,9.909
6632.849,26.159,24.986,9.507
6634.375,25.747,25.089,10.000
6635.901,27.042,25.139,10.815
6637.431,25.009,25.559,10.605
6638.958,25.821,25.969,9.685
6640.489,26.922,26.041,9.234
6642.017,27.027,26.054,9.003
6643.548,26.708,26.523,9.115
6645.077,26.981,27.366,9.328
6646.605,27.138,27.798,9.046
6648.138,28.418,28.157,8.941
6649.667,28.160,28.500,9.247
6651.201,27.731,28.386,9.356
6652.731,28.657,28.218,9.106
6654.265,28.793,27.653,9.161
6655.796,27.297,26.867,9.106
6657.327,26.877,26.272,9.161
6658.862,27.173,25.897,9.288
6660.394,26.079,25.480,9.628
6661.930,26.458,25.165,10.020
6663.462,25.956,24.887,10.256
6664.999,26.105,24.901,9.478
6666.532,24.823,24.760,9.373
6668.066,26.575,24.426,9.731
6669.604,25.446,24.374,10.418
6671.138,23.490,24.396,9.834
6672.676,24.373,24.567,9.170
6674.211,25.160,24.477,8.811
